order_date,Sales_QTY,Sales_amount,currency,User_id,Restaurant_id
2019-05-23,1,912,INR,79376,368664.0
2019-05-28,1,1824,INR,36957,532732.0
2019-05-29,1,458,INR,97379,404666.0
2019-05-31,3,4444,INR,1353,143559.0
2019-06-03,1,458,INR,32732,183499.0
2019-06-04,1,458,INR,22947,395982.0
2019-06-05,1,1824,INR,63301,569289.0
2019-06-05,2,2667,INR,29054,419787.0
2019-06-06,14,19171,INR,54679,419687.0
2019-06-07,1,458,INR,57104,249645.0
2019-06-11,1,458,INR,42896,332479.0
2019-06-12,1,458,INR,41062,415635.0
2019-06-14,1,1370,INR,97488,479113.0
2019-06-14,2,2667,INR,70126,410836.0
2019-06-17,1,1333,INR,16467,476276.0
2019-06-18,1,597,INR,73121,385489.0
2019-06-18,7,8889,INR,89035,305454.0
2019-06-19,1,1778,INR,31046,570971.0
2019-06-28,7,9130,INR,77590,405673.0
2018-04-23,1,602,INR,55008,377020.0
2018-05-03,2,3227,INR,92915,420152.0
2018-05-04,1,449,INR,64903,403440.0
2018-05-07,1,449,INR,75131,258830.0
2018-05-09,1,449,INR,14129,361216.0
2018-05-11,1,449,INR,70550,192853.0
2018-05-11,7,9880,INR,67790,412322.0
2018-05-16,1,301,INR,23858,480140.0
2018-05-16,6,7954,INR,56549,530382.0
2018-05-17,1,2153,INR,981,507033.0
2018-05-17,4,5306,INR,31048,441979.0
2018-05-18,1,1801,INR,26610,545216.0
2018-05-23,2,2699,INR,49415,480225.0
2018-05-24,1,1616,INR,52483,387711.0
2018-05-25,2,2245,INR,83543,258777.0
2018-05-26,1,0,INR,38713,389125.0
2018-05-28,1,903,INR,12000,489340.0
2018-05-29,4,5306,INR,36815,505432.0
2018-05-30,3,3778,INR,81421,571985.0
2018-05-31,1,537,INR,51098,568905.0
2018-05-31,1,1417,INR,7671,146227.0
2018-05-31,4,5306,INR,70112,146243.0
2018-06-01,1,472,INR,30733,146156.0
2018-06-01,3,4051,INR,81739,218090.0
2018-06-01,10,14815,INR,10374,146192.0
2018-06-06,3,4495,INR,12121,239690.0
2018-06-07,2,2690,INR,3418,524742.0
2018-06-07,1,1417,INR,9465,466231.0
2018-06-08,1,449,INR,98989,312572.0
2018-06-08,18,23866,INR,92306,146161.0
2018-06-11,1,898,INR,53345,570337.0
2018-06-11,3,4940,INR,20294,323083.0
2018-06-13,1,449,INR,46862,482021.0
2018-06-14,1,2153,INR,90813,436752.0
2018-06-14,1,472,INR,28092,519105.0
2018-06-14,1,449,INR,38693,414955.0
2018-06-14,4,5306,INR,77252,459695.0
2018-06-15,3,3602,INR,28435,303459.0
2018-06-18,4,3583,INR,65812,572668.0
2018-06-18,4,4954,INR,71560,538526.0
2018-06-21,1,1889,INR,82969,326274.0
2018-07-18,1,472,INR,52413,276830.0
2018-07-18,1,1352,INR,52147,297700.0
2018-07-19,1,1616,INR,63512,362114.0
2018-07-19,1,449,INR,45741,324273.0
2018-07-23,1,1801,INR,22039,326295.0
2018-07-30,1,1801,INR,47158,326297.0
2019-01-25,1,449,INR,56053,218114.0
2019-02-04,1,449,INR,6607,326279.0
2019-02-20,1,449,INR,26271,326275.0
2019-03-13,1,444,INR,97022,326272.0
2019-03-28,1,444,INR,24967,146144.0
2019-04-30,1,0,INR,33710,544517.0
2017-10-06,1,505,INR,58053,146135.0
2017-10-13,1,1514,INR,86946,430688.0
2017-10-20,1,2023,INR,51682,524405.0
2017-10-27,25,37889,INR,33077,228898.0
2018-02-08,1,593,INR,15565,227061.0
2018-02-16,1,597,INR,3187,107348.0
2018-02-26,1,2389,INR,63914,102141.0
2018-03-01,1,593,INR,34338,133317.0
2018-03-02,1,1194,INR,99265,396907.0
2018-03-05,8,13736,INR,12221,106153.0
2018-03-12,1,1194,INR,55544,191297.0
2018-04-03,1,597,INR,43975,140286.0
2018-04-09,1,597,INR,37842,129221.0
2018-04-13,1,597,INR,17872,216571.0
2018-04-24,17,17472,INR,4964,148652.0
2018-04-26,2,2986,INR,25717,226493.0
2018-04-27,2,2986,INR,49237,106660.0
2018-05-07,1,597,INR,90836,144087.0
2018-05-14,1,1194,INR,7296,354337.0
2018-05-18,1,796,INR,37994,133984.0
2018-05-31,26,26722,INR,77880,106644.0
2018-06-11,1,796,INR,91609,459039.0
2018-06-13,1,796,INR,74137,106649.0
2018-06-14,1,3185,INR,88366,107356.0
2018-06-18,1,796,INR,88793,525705.0
2018-06-22,1,2389,INR,60885,156626.0
2018-06-29,1,3185,INR,15704,542392.0
2018-07-09,2,5574,INR,25161,107347.0
2018-07-13,1,796,INR,42452,129223.0
2018-07-20,1,796,INR,91783,106647.0
2018-07-27,1,796,INR,44011,142469.0
2018-08-03,1,1593,INR,95681,166872.0
2018-10-12,1,514,INR,50851,391689.0
2018-10-17,1,4759,INR,66233,317459.0
2018-10-25,1,1190,INR,89429,288965.0
2018-10-26,1,1190,INR,62412,474522.0
2018-10-31,3,4106,INR,28403,397298.0
2018-11-05,2,5949,INR,30430,487740.0
2018-11-06,2,5949,INR,34240,106656.0
2018-12-07,1,514,INR,9424,381464.0
2018-12-14,1,514,INR,27135,402612.0
2018-12-21,1,514,INR,24089,437089.0
2018-12-28,1,0,INR,3624,156634.0
2019-01-28,1,514,INR,64033,186059.0
2019-02-01,1,514,INR,10771,351254.0
2019-02-08,1,1028,INR,80030,173873.0
2019-02-15,1,2056,INR,32311,147499.0
2019-02-22,1,796,INR,93589,129219.0
2019-02-22,1,1542,INR,82183,231022.0
2019-03-01,1,514,INR,35887,106158.0
2019-03-08,1,1028,INR,74367,317458.0
2019-04-12,1,796,INR,81057,568813.0
2019-06-03,1,796,INR,88160,210529.0
2019-06-17,1,1593,INR,12949,480230.0
2019-06-24,1,796,INR,67709,450577.0
2019-07-15,1,611,INR,93095,167658.0
2019-08-16,1,1028,INR,18042,429042.0
2019-09-27,1,514,INR,46943,387090.0
2019-10-04,1,514,INR,50847,129225.0
2019-10-18,1,514,INR,45608,129222.0
2019-10-21,1,796,INR,36035,563133.0
2019-10-25,1,796,INR,37160,308502.0
2019-11-01,1,514,INR,97325,379784.0
2019-11-04,1,796,INR,66548,106155.0
2019-11-08,1,1593,INR,26926,451858.0
2019-11-08,1,514,INR,56955,346113.0
2019-11-15,1,3185,INR,86772,345169.0
2019-11-15,1,514,INR,77670,488972.0
2019-11-18,1,514,INR,70246,470446.0
2019-12-06,2,4778,INR,9893,260664.0
2019-12-06,1,514,INR,40204,142468.0
2019-12-13,4,10352,INR,78557,106659.0
2019-12-20,1,796,INR,35173,498164.0
2020-06-12,1,1028,INR,58409,129218.0
2020-06-16,1,514,INR,72553,361218.0
2018-06-05,33,29648,INR,24179,106652.0
2017-10-10,240,143560,INR,49796,155345.0
2017-10-11,7,6204,INR,89408,541876.0
2017-10-16,1,495,INR,77467,140285.0
2017-10-23,20,25130,INR,80625,354470.0
2017-10-25,1,986,INR,38515,381614.0
2017-11-02,13,23898,INR,2661,460534.0
2017-11-03,1,296,INR,55822,424638.0
2017-11-08,1,356,INR,41258,535243.0
2017-11-14,1,1977,INR,76145,544934.0
2017-11-22,1,296,INR,3351,422057.0
2017-11-22,7,8375,INR,56019,457691.0
2017-12-05,4,7171,INR,72103,498026.0
2017-12-15,1,356,INR,25386,226002.0
2018-01-15,1,356,INR,75230,417721.0
2018-01-22,7,8375,INR,11411,378373.0
2018-02-06,208,77931,INR,51070,418416.0
2018-02-08,105,40704,INR,44828,155342.0
2018-02-09,125,47074,INR,43352,542806.0
2018-02-14,10,4028,INR,62707,484400.0
2018-04-24,33,30167,INR,24500,108693.0
2018-05-24,6,1968,INR,44407,398254.0
2017-11-20,3,1366,INR,70919,477251.0
2017-12-01,1,495,INR,4134,129214.0
2018-03-22,17,6713,INR,94294,221998.0
2018-05-18,57,27708,INR,9325,142467.0
2017-10-13,1,537,INR,15578,452094.0
2017-10-17,7,7644,INR,8682,216034.0
2017-11-21,1,157,INR,90202,387274.0
2017-11-24,8,10972,INR,2019,387984.0
2017-12-01,1,1218,INR,26873,418431.0
2017-12-04,9,13407,INR,48303,256523.0
2018-01-10,5,0,INR,85273,400695.0
2018-01-12,1,245,INR,22722,190512.0
2018-02-22,1,245,INR,86602,298120.0
2018-06-28,187,115481,INR,13240,298134.0
2018-06-29,38,78986,INR,17066,516317.0
2018-07-02,119,245546,INR,11140,471533.0
2018-07-03,79,162292,INR,20687,307163.0
2018-07-04,1,412,INR,8840,402269.0
2018-07-06,5,7981,INR,20266,492449.0
2018-07-11,19,27505,INR,40293,306768.0
2018-07-13,173,145921,INR,53689,531066.0
2018-07-13,1,546,INR,80009,572448.0
2018-07-19,20,28167,INR,44257,548154.0
2018-07-24,23,32764,INR,30599,384570.0
2018-07-25,5,6648,INR,47303,508034.0
2018-07-26,28,40366,INR,55877,475170.0
2018-07-27,3,4273,INR,39183,382150.0
2018-07-31,1,949,INR,38376,107750.0
2018-08-01,1,477,INR,28381,522250.0
2018-08-02,1,949,INR,55341,359032.0
2018-08-03,41,70356,INR,18710,106651.0
2018-08-07,7,6528,INR,94920,485620.0
2018-08-07,1,477,INR,80358,155428.0
2018-08-10,12,19727,INR,46096,353206.0
2018-08-15,2,3324,INR,17157,231062.0
2018-09-12,227,103889,INR,46366,514461.0
2018-09-13,36,18167,INR,16819,574146.0
2019-02-06,112,106560,INR,75082,381622.0
2019-03-15,50,90130,INR,73222,424442.0
2019-03-22,30,54079,INR,3566,156629.0
2019-05-08,182,153815,INR,86063,439733.0
2019-05-17,1,306,INR,3147,392717.0
2019-07-12,157,132519,INR,88325,407920.0
2019-07-29,111,152833,INR,61714,282725.0
2019-08-01,7,10144,INR,55686,302297.0
2019-08-28,7,8991,INR,30426,528945.0
2019-09-06,1,1218,INR,97437,377559.0
